1,2,44030.16,44038.31,0,195.4
1,2,44032.28,44038.28,0,143.9
1,2,44032.21,44038.28,0,145.5
1,2,44032.25,44038.48,0,149.6
1,2,44032.2,44038.29,0,145.9
1,2,44034.01,44038.48,0,107.4
1,2,44032.8,44038.36,0,133.3
1,2,44032.4,44038.35,0,142.9
1,2,44032.39,44038.48,0,146.2
1,2,44029.89,44038.48,0,206.1
1,2,44024.07,44038.32,0,342
1,2,44023.15,44038.45,0,367.1
1,2,44030.75,44038.36,0,182.7
1,2,44029.91,44038.47,0,205.6
1,2,44029.95,44038.45,0,204.1
1,2,44029.91,44038.47,0,205.6
1,2,44029.95,44038.47,0,204.5
1,2,44023.85,44038.28,0,346.2
1,2,44031.79,44038.37,0,157.9
1,2,44024.79,44038.28,0,323.7
1,2,44024.09,44038.28,0,340.7
1,2,44033.77,44038.38,0,110.7
1,2,44032.65,44038.29,0,135.3
1,2,44032.18,44038.32,0,147.5
1,2,44030.22,44038.26,0,193
1,2,44032.39,44038.48,0,146.3
1,2,44028.66,44038.49,0,235.8
1,2,44029.95,44038.45,0,204.1
1,2,44033.86,44038.49,0,111
1,2,44032.37,44038.48,0,146.6
1,2,44034.08,44038.47,0,105.4
1,2,44032.37,44038.48,0,146.7
1,2,44033.91,44038.48,0,109.8
1,2,44034.01,44038.48,0,107.2
1,2,44033.91,44038.48,0,109.8
1,2,44029.31,44038.3,0,215.7
1,2,44032.2,44038.28,0,145.8
1,2,44023.13,44038.44,0,367.5
1,2,44030.08,44038.23,0,195.8
1,2,44032.19,44038.29,0,146.3
1,2,44025.93,44038.31,0,297.2
1,2,44024.1,44038.32,0,341.3
1,2,44034,44038.48,0,107.6
1,2,44029.45,44038.25,0,211.3
1,2,44030.32,44038.25,0,190.4
1,2,44034.03,44038.39,0,104.7
1,2,44034.01,44038.48,0,107.2
1,2,44026.06,44038.26,0,292.7
1,2,44026.29,44038.49,0,292.9
1,2,44026.29,44038.49,0,292.9
1,2,44026.28,44038.31,0,288.8
1,2,44030.44,44038.49,0,193.4
1,2,44034.03,44038.37,0,104.1
1,2,44030.5,44038.26,0,186.2
1,2,44028.07,44038.31,0,245.8
1,2,44028.05,44038.31,0,246.2
1,2,44029.76,44038.23,0,203.4
1,2,44029.02,44038.23,0,221
1,2,44030.21,44038.29,0,194
1,2,44033.24,44038.29,0,121.1
1,2,44031.06,44038.35,0,174.9
1,2,44031.04,44038.44,0,177.7
1,2,44029.95,44038.47,0,204.5
1,2,44029.78,44038.33,0,205
1,2,44031.45,44038.32,0,164.8
1,2,44033.05,44038.41,0,128.6
1,2,44030.05,44038.26,0,197
1,2,44032.66,44038.29,0,135.2
1,2,44030.77,44038.41,0,183.6
1,2,44030.78,44038.4,0,182.9
1,2,44031.58,44038.28,0,160.8
1,2,44031.57,44038.23,0,159.9
1,2,44028.81,44038.31,0,228.1
1,2,44032.86,44038.49,0,135.1
1,2,44030.62,44038.36,0,185.8
1,2,44033.13,44038.41,0,126.6
1,2,44032.8,44038.3,0,131.9
1,2,44032.21,44038.28,0,145.6
1,2,44032.18,44038.32,0,147.5
1,2,44032.72,44038.44,0,137.3
1,2,44030.46,44038.31,0,188.6
1,2,44032.11,44038.3,0,148.6
1,2,44032.4,44038.27,0,140.9
1,2,44031.58,44038.26,0,160.5
1,2,44031.55,44038.26,0,160.9
1,2,44034.05,44038.43,0,105.1
1,2,44032.1,44038.29,0,148.6
1,2,44032.69,44038.29,0,134.4
1,2,44032.28,44038.43,0,147.7
1,2,44033.97,44038.4,0,106.2
1,2,44033.86,44038.49,0,111
1,2,44035.71,44038.4,0,64.5
1,2,44035.6,44038.47,0,69.1
1,2,44035.67,44038.4,0,65.6
1,2,44032.28,44038.41,0,147.2
1,2,44034.5,44038.32,0,91.8
1,2,44036.68,44038.38,0,40.8
1,2,44035.81,44038.24,0,58.3
1,2,44035.48,44038.27,0,67
1,2,44036.1,44038.45,1,56.5
1,2,44036.42,44038.31,0,45.5
2,1,44033,44039.7,3,160.9
2,1,44045.41,44047.21,1,43.2
2,1,44038.4,44040.76,2,56.6
2,1,44037.01,44041.96,2.466666667,118.7
2,1,44054.76,44059.82,2.838095238,121.4
2,1,44032.85,44039.59,3.20952381,161.8
2,1,44057.42,44062.62,3.580952381,124.8
2,1,44047.75,44051.38,3.952380952,87.1
2,1,44032.87,44052.96,4.323809524,482.2
2,1,44034.81,44041.93,4.695238095,170.9
2,1,44034.98,44052.93,5.066666667,430.8
2,1,44035.07,44038.31,5.438095238,77.6
2,1,44035.78,44040.7,5.80952381,118.1
2,1,44035.78,44040.38,6.180952381,110.6
2,1,44035.96,44038.32,6.552380952,56.7
2,1,44036.44,44038.23,6.923809524,42.9
2,1,44036.99,44040.63,7.295238095,87.4
2,1,44037.04,44041.12,7.666666667,97.9
2,1,44037.32,44038.3,8.038095238,23.7
2,1,44037.7,44041.56,8.40952381,92.7
2,1,44037.67,44039.85,8.780952381,52.2
2,1,44037.94,44041.55,9.152380952,86.6
2,1,44037.97,44052.91,9.523809524,358.5
2,1,44038.14,44052.94,9.895238095,355.3
2,1,44038.72,44052.92,10.26666667,341
2,1,44039.32,44040.16,10.63809524,20
2,1,44033.98,44039.7,11.00952381,137.3
2,1,44040.08,44042.07,11.38095238,47.9
2,1,44040.32,44042.1,11.75238095,42.8
2,1,44040.09,44042.14,12.12380952,49.1
2,1,44040.52,44041.65,12.4952381,27.2
2,1,44040.68,44041.63,12.86666667,22.6
2,1,44040.69,44046.88,13.23809524,148.5
2,1,44041.43,44041.63,13.60952381,4.7
2,1,44041.64,44041.66,13.98095238,0.5
2,1,44041.96,44042.22,14.35238095,6.2
2,1,44042.06,44046.81,14.72380952,114
2,1,44042.32,44047.03,15.0952381,113.2
2,1,44043.58,44046.85,15.46666667,78.4
2,1,44043.37,44046.72,15.83809524,80.4
2,1,44043.45,44046.52,16.20952381,73.7
2,1,44043.56,44046.85,16.58095238,78.9
2,1,44043.56,44046.84,16.95238095,78.7
2,1,44043.59,44046.83,17.32380952,77.9
2,1,44043.61,44043.91,17.6952381,7.1
2,1,44043.59,44043.65,18.06666667,1.3
2,1,44043.82,44046.36,18.43809524,60.9
2,1,44044.01,44048.02,18.80952381,96.3
2,1,44044.33,44047.01,19.18095238,64.5
2,1,44044.38,44046.33,19.55238095,46.6
2,1,44045.45,44047.83,19.92380952,57.2
2,1,44045.55,44046.52,20.2952381,23.3
2,1,44047.75,44056.9,20.66666667,219.5
2,1,44046.71,44057.3,21.03809524,254.1
2,1,44046.91,44056.8,21.40952381,237.5
2,1,44047.55,44057.07,21.78095238,228.6
2,1,44047.75,44056.9,22.15238095,219.7
2,1,44047.83,44056.9,22.52380952,217.7
2,1,44047.86,44055.31,22.8952381,178.8
2,1,44047.91,44063.69,23.26666667,378.7
2,1,44036.61,44048.08,23.63809524,275.2
2,1,44045.5,44048.21,24.00952381,65.1
2,1,44048.72,44057.19,24.38095238,203.2
2,1,44048.72,44057.08,24.75238095,200.5
2,1,44049.04,44057.28,25.12380952,197.6
2,1,44049.43,44057.1,25.4952381,184
2,1,44049.59,44057.17,25.86666667,182
2,1,44049.78,44056.23,26.23809524,154.7
2,1,44049.94,44057.11,26.60952381,172.2
2,1,44050.96,44055.5,26.98095238,109.2
2,1,44052.33,44056.94,27.35238095,110.7
2,1,44051.83,44059.84,27.72380952,192.1
2,1,44052.66,44068.25,28.0952381,374
2,1,44054.88,44059.89,28.46666667,120.4
2,1,44054.95,44063.7,28.83809524,210
2,1,44055.2,44060.8,29.20952381,134.4
