Ports,Region,Cntr Cycle Name,Cntr No,Cntr Size,cntr_trxn_id,Dpd Dpe,In Time,Is Empty,Max,orgname,Out Time,Transportmode
"NMPT, New Mangalore",Southern,EXPORT,ZMOU8880459,,,,18/8/2020 08:49,,35396691,New Manglore Port Trust,20/8/2020 09:10,TRUCK
APSEZ,Western,IMPORT,ZMOU8880905,40,34949585,,2/8/2020 02:49,,,Adani Mundra Container Terminal (AMCT),2/8/2020 18:04,TRUCK
Chennai Port,Southern,IMPORT,ZMOU8881218,40,,Y,24/8/2020 22:45,N,35599476,Chennai International Terminals Pvt Ltd (CITPL),25/8/2020 17:30,TRUCK
JNPT,Western,IMPORT,ZMOU8882277,40,,N,25/7/2020 21:57,Y,34737607,Gateway Terminals India (GTI),28/7/2020 04:04,TRUCK
APSEZ,Western,IMPORT,ZMOU8882404,40,35184738,,11/8/2020 05:19,,,Adani Mundra Container Terminal (AMCT),12/8/2020 00:02,TRUCK
JNPT,Western,EXPORT,ZMOU8882430,40,,N,22/7/2020 23:17,N,34641154,Gateway Terminals India (GTI),28/7/2020 17:47,RAIL
JNPT,Western,EXPORT,ZMOU8882472,40,,N,1/8/2020 03:45,N,34922493,Gateway Terminals India (GTI),14/8/2020 04:27,RAIL
JNPT,Western,EXPORT,ZMOU8882472,40,,N,1/8/2020 03:36,N,34922493,Nhava Sheva International Container Terminal (NSICT),1/8/2020 03:36,RAIL
JNPT,Western,IMPORT,ZMOU8882805,40,,,8/8/2020 17:41,Y,35117979,Jawaharlal Nehru Port Container Terminal (JNPCT),11/8/2020 10:12,TRUCK
JNPT,Western,EXPORT,ZMOU8882908,40,,N,23/8/2020 01:25,N,35547111,Nhava Sheva International Container Terminal (NSICT),23/8/2020 01:25,RAIL
JNPT,Western,EXPORT,ZMOU8883334,40,,N,23/8/2020 02:19,,35247298,Nhava Sheva International Container Terminal (NSICT),23/8/2020 02:19,RAIL
APSEZ,Western,IMPORT,ZMOU8883669,40,35312757,,15/8/2020 07:52,,,Adani Mundra Container Terminal (AMCT),19/8/2020 22:41,TRUCK
"VCT, Visakhapatnam",Eastern,EXPORT,ZMOU8884351,40,,Y,22/8/2020 02:25,N,35561526,Visakha Container Terminal,23/8/2020 14:49,TRUCK
"KDS, Kolkata",Eastern,EXPORT,ZMOU8884557,40,,,31/7/2020 02:38,,34562182,"Kolkata Dock System (KDS) , Kolkata Port",3/8/2020 13:02,TRUCK
JNPT,Western,IMPORT,ZMOU8884958,40,,,7/8/2020 21:53,Y,35092484,Jawaharlal Nehru Port Container Terminal (JNPCT),11/8/2020 10:14,TRUCK
JNPT,Western,IMPORT,ZMOU8884963,40,,N,10/8/2020 20:29,N,35173713,Gateway Terminals India (GTI),12/8/2020 00:35,TRUCK
"NMPT, New Mangalore",Southern,EXPORT,ZMOU8885065,,,,17/8/2020 21:48,,35381565,New Manglore Port Trust,19/8/2020 19:10,TRUCK
JNPT,Western,EXPORT,ZMOU8885110,40,,N,22/8/2020 10:06,N,35527148,Gateway Terminals India (GTI),24/8/2020 08:35,RAIL
JNPT,Western,EXPORT,ZMOU8885240,40,,N,21/8/2020 10:48,,35489802,Gateway Terminals India (GTI),24/8/2020 00:30,RAIL
JNPT,Western,EXPORT,ZMOU8885240,40,,N,21/8/2020 10:30,,35489802,Nhava Sheva International Container Terminal (NSICT),21/8/2020 10:32,RAIL
JNPT,Western,IMPORT,ZMOU8885316,40,,,7/8/2020 20:59,Y,35090999,Jawaharlal Nehru Port Container Terminal (JNPCT),11/8/2020 17:13,TRUCK
JNPT,Western,EXPORT,ZMOU8885390,40,,N,21/8/2020 20:14,N,35580822,Gateway Terminals India (GTI),24/8/2020 08:11,RAIL
APSEZ,Western,IMPORT,ZMOU8885527,40,34954394,,2/8/2020 07:57,,,Adani Mundra Container Terminal (AMCT),2/8/2020 19:47,TRUCK
APSEZ,Western,IMPORT,ZMOU8885609,40,34955160,,2/8/2020 08:17,,,Adani Mundra Container Terminal (AMCT),2/8/2020 19:19,TRUCK
JNPT,Western,EXPORT,ZMOU8885635,40,,N,16/8/2020 09:21,,35339376,Gateway Terminals India (GTI),19/8/2020 05:34,RAIL
APSEZ,Western,IMPORT,ZMOU8885677,40,35308616,,15/8/2020 03:16,,,Adani Mundra Container Terminal (AMCT),19/8/2020 19:13,TRUCK
JNPT,Western,EXPORT,ZMOU8885717,40,,N,31/7/2020 23:44,,34914359,Gateway Terminals India (GTI),14/8/2020 04:53,RAIL
JNPT,Western,EXPORT,ZMOU8885722,40,,N,22/8/2020 23:17,,35545946,Gateway Terminals India (GTI),25/8/2020 04:35,RAIL
JNPT,Western,EXPORT,ZMOU8885743,40,,N,22/8/2020 05:54,,35515823,Gateway Terminals India (GTI),24/8/2020 00:46,RAIL
JNPT,Western,EXPORT,ZMOU8885893,40,,Y,12/8/2020 11:06,N,35224815,Nhava Sheva International Container Terminal (NSICT),14/8/2020 10:53,TRUCK
JNPT,Western,IMPORT,ZMOU8885893,40,,N,25/7/2020 21:53,Y,34737608,Gateway Terminals India (GTI),28/7/2020 07:28,TRUCK
APSEZ,Western,IMPORT,ZMOU8885954,40,35309532,,15/8/2020 04:16,,,Adani Mundra Container Terminal (AMCT),19/8/2020 20:48,TRUCK
APSEZ,Western,EXPORT,ZMOU8886122,40,,,2/8/2020 04:32,,34904485,Adani Mundra Container Terminal (AMCT),2/8/2020 12:50,RAIL
APSEZ,Western,IMPORT,ZMOU8886138,40,35309533,,15/8/2020 04:09,,,Adani Mundra Container Terminal (AMCT),19/8/2020 18:33,TRUCK
"KDS, Kolkata",Eastern,IMPORT,ZMOU8886230,40,,,3/8/2020 10:00,,34978823,"Kolkata Dock System (KDS) , Kolkata Port",4/8/2020 06:50,TRUCK
APSEZ,Western,IMPORT,ZMOU8886436,40,35288631,,14/8/2020 14:44,,,Adani Mundra Container Terminal (AMCT),19/8/2020 11:59,TRUCK
JNPT,Western,IMPORT,ZMOU8886760,40,,N,25/7/2020 21:56,Y,34737609,Gateway Terminals India (GTI),28/7/2020 04:20,TRUCK
"NMPT, New Mangalore",Southern,EXPORT,ZMOU8887108,,,,19/8/2020 15:55,,35436728,New Manglore Port Trust,20/8/2020 09:24,TRUCK
"NMPT, New Mangalore",Southern,EXPORT,ZMOU8887371,,,,29/7/2020 09:28,,34836847,New Manglore Port Trust,31/7/2020 04:15,TRUCK
APSEZ,Western,IMPORT,ZMOU8887670,40,35308617,,15/8/2020 03:40,,,Adani Mundra Container Terminal (AMCT),19/8/2020 20:32,TRUCK
JNPT,Western,EXPORT,ZMOU8887751,40,,Y,4/8/2020 21:25,N,35015918,Jawaharlal Nehru Port Container Terminal (JNPCT),9/8/2020 04:31,TRUCK
JNPT,Western,EXPORT,ZMOU8887807,40,,Y,4/8/2020 21:23,,35014818,Jawaharlal Nehru Port Container Terminal (JNPCT),9/8/2020 04:13,TRUCK
JNPT,Western,EXPORT,ZMOU8888233,40,,N,1/8/2020 18:24,N,34940376,Nhava Sheva International Container Terminal (NSICT),1/8/2020 18:25,RAIL
APSEZ,Western,IMPORT,ZMOU8888700,40,35309534,,15/8/2020 04:52,,,Adani Mundra Container Terminal (AMCT),19/8/2020 21:33,TRUCK
APSEZ,Western,EXPORT,ZMOU8888737,40,,,31/7/2020 09:57,,34897688,Adani Mundra Container Terminal (AMCT),2/8/2020 16:20,RAIL
JNPT,Western,EXPORT,ZMOU8888803,40,,N,16/8/2020 09:26,,35339416,Gateway Terminals India (GTI),19/8/2020 05:26,RAIL
JNPT,Western,EXPORT,ZMOU8888845,40,,Y,3/8/2020 22:16,,34989211,Jawaharlal Nehru Port Container Terminal (JNPCT),8/8/2020 21:05,TRUCK
APSEZ,Western,EXPORT,ZMOU8888932,40,,,31/7/2020 10:34,,34897687,Adani Mundra Container Terminal (AMCT),2/8/2020 17:07,RAIL
JNPT,Western,EXPORT,ZMOU8889116,40,,N,9/8/2020 21:30,,35132876,Gateway Terminals India (GTI),12/8/2020 18:30,RAIL
JNPT,Western,EXPORT,ZMOU8889604,40,,N,1/8/2020 18:19,N,34940374,Nhava Sheva International Container Terminal (NSICT),1/8/2020 18:21,RAIL
JNPT,Western,IMPORT,ZMOU8889760,40,,,7/8/2020 20:51,Y,35091000,Jawaharlal Nehru Port Container Terminal (JNPCT),11/8/2020 06:36,TRUCK
"NMPT, New Mangalore",Southern,EXPORT,ZMOU8889883,,,,27/7/2020 21:26,,34791790,New Manglore Port Trust,1/8/2020 01:09,TRUCK
JNPT,Western,EXPORT,ZMOU8895438,40,,N,31/7/2020 13:58,N,35034969,Gateway Terminals India (GTI),14/8/2020 01:58,RAIL
JNPT,Western,EXPORT,ZMOU8895464,40,,N,30/7/2020 19:31,N,35034970,Gateway Terminals India (GTI),14/8/2020 02:14,RAIL
JNPT,Western,IMPORT,ZMOU8895654,40,,,8/8/2020 17:18,Y,35116384,Jawaharlal Nehru Port Container Terminal (JNPCT),12/8/2020 00:19,TRUCK
APSEZ,Western,IMPORT,ZMOU8895870,40,34958545,,2/8/2020 12:34,,,Adani Mundra Container Terminal (AMCT),2/8/2020 18:45,TRUCK
Chennai Port,Southern,EXPORT,ZMOU8895886,40,,N,25/7/2020 17:53,,34520621,Chennai International Terminals Pvt Ltd (CITPL),28/7/2020 12:07,TRUCK
APSEZ,Western,IMPORT,ZMOU8895910,40,34948517,,2/8/2020 01:53,,,Adani Mundra Container Terminal (AMCT),2/8/2020 18:10,TRUCK
APSEZ,Western,IMPORT,ZMOU8895994,40,35184739,,11/8/2020 05:59,,,Adani Mundra Container Terminal (AMCT),11/8/2020 14:45,TRUCK
APSEZ,Western,IMPORT,ZMOU8896033,40,34958546,,2/8/2020 12:33,,,Adani Mundra Container Terminal (AMCT),2/8/2020 19:06,TRUCK
JNPT,Western,IMPORT,ZMOU8896049,40,,,8/8/2020 17:52,Y,35117980,Jawaharlal Nehru Port Container Terminal (JNPCT),12/8/2020 00:08,TRUCK
JNPT,Western,IMPORT,ZMOU8896120,40,,,8/8/2020 17:16,Y,35116385,Jawaharlal Nehru Port Container Terminal (JNPCT),11/8/2020 08:48,TRUCK
JNPT,Western,IMPORT,ZMOU8896671,40,,,7/8/2020 21:12,Y,35091001,Jawaharlal Nehru Port Container Terminal (JNPCT),11/8/2020 08:52,TRUCK
JNPT,Western,IMPORT,ZMOU8896692,40,,,2/8/2020 11:44,,34401922,Gateway Terminals India (GTI),2/8/2020 14:22,RAIL
APSEZ,Western,IMPORT,ZMOU8896882,40,35187135,,11/8/2020 07:33,,,Adani Mundra Container Terminal (AMCT),11/8/2020 23:51,TRUCK
APSEZ,Western,IMPORT,ZMOU8896901,40,34958547,,2/8/2020 12:47,,,Adani Mundra Container Terminal (AMCT),2/8/2020 22:50,TRUCK
JNPT,Western,EXPORT,ZMOU8897997,40,,N,28/7/2020 22:44,N,34825424,Gateway Terminals India (GTI),29/7/2020 19:34,RAIL
JNPT,Western,EXPORT,ZMOU8898442,40,,N,30/7/2020 19:29,N,35034971,Gateway Terminals India (GTI),14/8/2020 02:11,RAIL
APSEZ,Western,IMPORT,ZMOU8899201,40,35308618,,15/8/2020 03:43,,,Adani Mundra Container Terminal (AMCT),19/8/2020 18:32,TRUCK
APSEZ,Western,IMPORT,ZMOU8899840,40,35290274,,14/8/2020 15:16,,,Adani Mundra Container Terminal (AMCT),19/8/2020 18:24,TRUCK
APSEZ,Western,IMPORT,ZMOU8899984,40,35290275,,14/8/2020 15:20,,,Adani Mundra Container Terminal (AMCT),19/8/2020 18:01,TRUCK
Chennai Port,Southern,EXPORT,ZSMU2013285,20,,N,26/7/2020 11:17,,34728649,Chennai International Terminals Pvt Ltd (CITPL),28/7/2020 04:37,TRUCK
Chennai Port,Southern,IMPORT,ZSMU2015117,20,,Y,15/8/2020 02:42,Y,35307298,Chennai International Terminals Pvt Ltd (CITPL),16/8/2020 08:28,TRUCK
JNPT,Western,EXPORT,ZSMU2016094,20,,,17/8/2020 01:52,Y,35363983,Jawaharlal Nehru Port Container Terminal (JNPCT),18/8/2020 18:24,TRUCK
Kattupalli Port,Southern,IMPORT,ZSMU2016113,,,Y,13/8/2020 11:13,,35332270,Kattupalli International Container Terminal (KICT),15/8/2020 20:58,TRUCK
JNPT,Western,IMPORT,ZSMU2016140,20,,,31/7/2020 02:34,N,34890271,Jawaharlal Nehru Port Container Terminal (JNPCT),31/7/2020 14:41,TRUCK
APSEZ,Western,IMPORT,ZSMU2018013,20,35358217,,16/8/2020 21:21,,,Adani International Container Terminal (AICTPL),22/8/2020 04:12,TRUCK
JNPT,Western,IMPORT,ZWFU1000323,20,,,28/7/2020 01:27,N,34797425,Jawaharlal Nehru Port Container Terminal (JNPCT),29/7/2020 21:26,RAIL
APSEZ,Western,EXPORT,ZWFU1000508,20,,,1/8/2020 03:13,,34922075,Adani Mundra Container Terminal (AMCT),7/8/2020 13:07,RAIL
"ICTT, Kochi",Southern,IMPORT,ZWFU1000597,20,,N,6/8/2020 05:15,N,35049745,"International Container Transhipment Terminal, Kochi",10/8/2020 12:31,TRUCK
APSEZ,Western,EXPORT,ZWFU2000246,20,,,1/8/2020 02:40,,34869512,Adani Mundra Container Terminal (AMCT),7/8/2020 12:48,RAIL
JNPT,Western,IMPORT,ZWFU2000375,20,,,8/8/2020 05:25,N,35100609,Jawaharlal Nehru Port Container Terminal (JNPCT),9/8/2020 16:56,TRUCK
JNPT,Western,EXPORT,ZWFU2310426,20,,Y,1/8/2020 15:23,,34934160,Jawaharlal Nehru Port Container Terminal (JNPCT),5/8/2020 02:48,TRUCK
JNPT,Western,EXPORT,ZWFU2837799,20,,Y,1/8/2020 15:51,,34928347,Jawaharlal Nehru Port Container Terminal (JNPCT),5/8/2020 02:49,TRUCK
APSEZ,Western,IMPORT,ZWFU5570094,40,35188960,,11/8/2020 09:52,,,Adani Hazira Port Private Limited (AHPPL),11/8/2020 14:20,TRUCK
"ICTT, Kochi",Southern,IMPORT,ZWFU8200766,40,,N,7/8/2020 06:47,N,35076404,"International Container Transhipment Terminal, Kochi",11/8/2020 11:53,TRUCK
